id,nct_id,phase
2347,NCT03696550,PHASE1
2348,NCT03346291,NA
2349,NCT02483091,PHASE1
2350,NCT03519191,NA
2351,NCT04678791,NA
2352,NCT00029991,PHASE1
2353,NCT00029991,PHASE2
2354,NCT07631091,PHASE4
2355,NCT03465891,PHASE2
2356,NCT01058291,PHASE3
2357,NCT06867991,PHASE3
2358,NCT07332091,PHASE2
2359,NCT02779491,NA
2360,NCT00516191,PHASE1
2361,NCT00516191,PHASE2
2362,NCT00006291,PHASE2
2363,NCT03096691,NA
2364,NCT01501591,NA
2365,NCT02233491,NA
2366,NCT01433991,PHASE1
2367,NCT01433991,PHASE2
2368,NCT04009291,PHASE2
2369,NCT00744991,PHASE2
2370,NCT06528691,PHASE2
2371,NCT03936374,PHASE1
2372,NCT03854474,PHASE1
2373,NCT03854474,PHASE2
2374,NCT00415974,NA
2375,NCT07221474,PHASE2
2376,NCT05989074,NA
2377,NCT03066674,NA
2378,NCT06665074,PHASE2
2379,NCT02930174,NA
2380,NCT05180474,PHASE1
2381,NCT05180474,PHASE2
2382,NCT01461174,PHASE1
2383,NCT00245674,PHASE4
2384,NCT01983774,PHASE2
2385,NCT01823874,NA
2386,NCT00081874,PHASE1
2387,NCT00081874,PHASE2
2388,NCT01478074,PHASE1
2389,NCT01418274,PHASE1
2390,NCT05043974,NA
2391,NCT03603574,NA
2392,NCT02813174,NA
2393,NCT04223674,NA
2394,NCT04468074,NA
2395,NCT03461874,NA
2396,NCT06992674,PHASE2
2397,NCT03556774,NA
2398,NCT04080518,PHASE4
2399,NCT06105918,PHASE1
2400,NCT03920618,NA
2401,NCT02161718,PHASE2
2402,NCT00631618,PHASE2
2403,NCT03946618,NA
2404,NCT06475118,NA
2405,NCT04321018,NA
2406,NCT06615518,NA
2407,NCT05540418,NA
2408,NCT03903718,PHASE2
2409,NCT00430118,PHASE3
2410,NCT02059018,NA
2411,NCT02426918,PHASE2
2412,NCT04724018,PHASE1
2413,NCT04724018,PHASE2
2414,NCT01461018,PHASE3
2415,NCT02742090,PHASE2
2416,NCT06752590,PHASE2
2417,NCT00246090,PHASE2
2418,NCT02137590,PHASE1
2419,NCT06509490,NA
2420,NCT05002790,NA
2421,NCT00529490,PHASE3
2422,NCT02726490,EARLY_PHASE1
2423,NCT04421690,NA
2424,NCT06926790,PHASE2
2425,NCT03991390,NA
2426,NCT06779890,PHASE4
2427,NCT06643390,PHASE1
2428,NCT00251290,PHASE2
2429,NCT05291390,PHASE2
2430,NCT02801890,PHASE1
2431,NCT02801890,PHASE2
2432,NCT02284490,PHASE2
2433,NCT05721690,NA
2434,NCT06801990,NA
2435,NCT04562090,PHASE4
2436,NCT04530890,NA
2437,NCT02104297,PHASE4
2438,NCT03740997,PHASE4
2439,NCT04259697,NA
2440,NCT00003397,PHASE2
2441,NCT03157297,PHASE1
2442,NCT07304297,NA
2443,NCT05170997,NA
2444,NCT06892197,PHASE4
2445,NCT01543997,PHASE2
2446,NCT00620997,PHASE1
2447,NCT00001797,PHASE2
2448,NCT06075797,NA
2449,NCT04905810,PHASE2
2450,NCT03113110,PHASE2
2451,NCT05304910,PHASE1
2452,NCT06217510,NA
2453,NCT05263310,NA
2454,NCT07514910,NA
2455,NCT04795310,NA
2456,NCT01850810,NA
2457,NCT07104110,PHASE1
2458,NCT07104110,PHASE2
2459,NCT01410110,PHASE2
2460,NCT06747910,NA
2461,NCT05987410,NA
2462,NCT00518310,NA
2463,NCT04095910,NA
2464,NCT05108610,NA
2465,NCT00930410,NA
2466,NCT02636010,PHASE2
2467,NCT02221310,PHASE2
2468,NCT02106910,NA
2469,NCT03522610,NA
2470,NCT05239910,PHASE2
2471,NCT05497310,PHASE1
2472,NCT05497310,PHASE2
2473,NCT00117910,PHASE3
2474,NCT03514810,PHASE1
2475,NCT05765110,NA
2476,NCT06915610,NA
2477,NCT00028613,PHASE1
2478,NCT03043313,PHASE2
2479,NCT02080013,NA
2480,NCT04784013,PHASE4
2481,NCT07022613,NA
2482,NCT01925313,PHASE1
2483,NCT03997513,NA
2484,NCT01353313,PHASE3
2485,NCT03669913,NA
2486,NCT01298713,PHASE2
2487,NCT01881113,PHASE3
2488,NCT01817413,PHASE4
2489,NCT07267013,PHASE2
2490,NCT00392613,NA
2491,NCT07376213,NA
2492,NCT02523560,NA
2493,NCT07546760,PHASE1
2494,NCT02545660,NA
2495,NCT02702960,PHASE2
2496,NCT04383860,NA
2497,NCT07016360,PHASE4
2498,NCT05660460,NA
2499,NCT00539760,PHASE1
2500,NCT02064660,PHASE1
2501,NCT04273360,NA
2502,NCT01627860,PHASE4
2503,NCT03506360,PHASE2
2504,NCT06344260,PHASE2
2505,NCT06062160,NA
2506,NCT02779660,NA
2507,NCT01833260,NA
2508,NCT02270060,NA
2509,NCT06404060,NA
2510,NCT01813760,NA
2511,NCT05249660,NA
2512,NCT03982160,PHASE4
2513,NCT01822860,PHASE4
2514,NCT05907460,NA
2515,NCT05520060,NA
2516,NCT07663760,NA
2517,NCT06695520,PHASE4
2518,NCT02556320,NA
2519,NCT01045720,PHASE2
2520,NCT04785820,PHASE2
2521,NCT06120920,NA
2522,NCT03628820,NA
2523,NCT02396420,PHASE2
2524,NCT06193720,NA
2525,NCT04385420,PHASE1
2526,NCT01174420,NA
2527,NCT05633420,PHASE2
2528,NCT03999320,NA
2529,NCT07272720,NA
2530,NCT05503420,PHASE2
2531,NCT05503420,PHASE3
2532,NCT03693820,NA
2533,NCT02093520,NA
2534,NCT03559920,NA
2535,NCT04484220,NA
2536,NCT00033020,PHASE3
2537,NCT01906320,NA
2538,NCT07528820,NA
2539,NCT02989220,NA
2540,NCT05569720,PHASE1
2541,NCT06893120,NA
2542,NCT05977582,NA
2543,NCT06346782,NA
2544,NCT07657182,PHASE4
2545,NCT00003782,PHASE3
2546,NCT05163782,NA
2547,NCT05111782,NA
2548,NCT05633082,NA
2549,NCT05907382,PHASE1
2550,NCT05249582,NA
2551,NCT00895882,PHASE2
2552,NCT03937882,PHASE3
2553,NCT00865982,PHASE2
2554,NCT02926482,NA
2555,NCT01344382,PHASE1
2556,NCT01344382,PHASE2
2557,NCT02698982,NA
2558,NCT00208182,PHASE4
2559,NCT07183982,NA
2560,NCT00301782,PHASE2
2561,NCT02136082,NA
2562,NCT06061224,NA
2563,NCT00566124,PHASE4
2564,NCT01555424,NA
2565,NCT06371924,NA
2566,NCT02575924,PHASE1
2567,NCT05224024,NA
2568,NCT03082924,NA
2569,NCT03410524,PHASE3
2570,NCT01282424,PHASE2
2571,NCT07479524,NA
2572,NCT06149624,NA
2573,NCT00232024,PHASE3
2574,NCT02939924,NA
2575,NCT05559424,NA
2576,NCT06067724,NA
2577,NCT04614324,NA
2578,NCT01361724,NA
2579,NCT06321224,NA
2580,NCT00286624,PHASE1
2581,NCT00286624,PHASE2
2582,NCT07327723,NA
2583,NCT06159023,NA
2584,NCT00003723,PHASE2
2585,NCT04933123,NA
2586,NCT06686823,NA
2587,NCT06630923,PHASE3
2588,NCT03608423,NA
2589,NCT05099523,NA
2590,NCT02594423,PHASE4
2591,NCT03245723,NA
2592,NCT02324023,NA
2593,NCT06000423,PHASE4
2594,NCT03393923,NA
2595,NCT06811623,NA
2596,NCT01507623,NA
2597,NCT05078723,NA
2598,NCT06853223,PHASE2
2599,NCT00949923,NA
2600,NCT06582823,NA
2601,NCT07512323,PHASE2
2602,NCT04389359,PHASE2
2603,NCT04389359,PHASE3
2604,NCT03601559,NA
2605,NCT02097459,PHASE3
2606,NCT03719859,NA
2607,NCT02237859,PHASE4
2608,NCT06614959,NA
2609,NCT03086759,PHASE4
2610,NCT07384559,NA
2611,NCT02300259,PHASE1
2612,NCT06616259,PHASE3
2613,NCT04479059,NA
2614,NCT02046759,NA
2615,NCT02513459,PHASE2
2616,NCT04525859,PHASE1
2617,NCT04009759,PHASE1
2618,NCT07142759,NA
2619,NCT05275959,NA
2620,NCT04232059,NA
2621,NCT07492459,NA
2622,NCT04793880,NA
2623,NCT01222780,PHASE1
2624,NCT03081780,PHASE1
2625,NCT03396380,PHASE3
2626,NCT07270380,NA
2627,NCT06793280,NA
2628,NCT03470480,NA
2629,NCT02985580,NA
2630,NCT00000480,PHASE3
2631,NCT00202280,PHASE2
2632,NCT00202280,PHASE3
2633,NCT02067780,PHASE3
2634,NCT01881880,NA
2635,NCT06018480,NA
2636,NCT04969380,NA
2637,NCT03306680,PHASE1
2638,NCT02347280,NA
2639,NCT00909480,PHASE4
2640,NCT01661179,PHASE1
2641,NCT01661179,PHASE2
2642,NCT01505179,NA
2643,NCT04060979,PHASE2
2644,NCT06585579,NA
2645,NCT00177879,NA
2646,NCT06996379,NA
2647,NCT07472179,NA
2648,NCT01246479,PHASE3
2649,NCT05074979,NA
2650,NCT00566579,NA
2651,NCT00202579,PHASE2
2652,NCT02234479,NA
2653,NCT05914779,NA
2654,NCT05306379,PHASE1
2655,NCT00214279,NA
2656,NCT01944579,NA
2657,NCT01311479,NA
2658,NCT06568796,NA
2659,NCT06398496,NA
2660,NCT05110196,PHASE4
2661,NCT07378696,NA
2662,NCT03301896,PHASE1
2663,NCT02680496,NA
2664,NCT06897696,PHASE4
2665,NCT06150196,NA
2666,NCT02072096,PHASE4
2667,NCT05198596,PHASE3
2668,NCT01770496,NA
2669,NCT01622296,PHASE4
2670,NCT07428096,PHASE1
2671,NCT02599662,PHASE1
2672,NCT05353062,NA
2673,NCT02584062,NA
2674,NCT05038462,NA
2675,NCT04290962,NA
2676,NCT05705362,NA
2677,NCT01533662,PHASE2
2678,NCT02264262,NA
2679,NCT00422162,PHASE4
2680,NCT06737562,NA
2681,NCT02525562,NA
2682,NCT00978562,EARLY_PHASE1
2683,NCT07188246,PHASE2
2684,NCT00875446,PHASE1
2685,NCT01130246,PHASE3
2686,NCT03907046,PHASE3
2687,NCT01712646,PHASE1
2688,NCT01712646,PHASE2
2689,NCT01986946,PHASE3
2690,NCT04118946,PHASE1
2691,NCT04118946,PHASE2
2692,NCT01676246,PHASE1
2693,NCT00246246,PHASE3
2694,NCT04778046,PHASE2
2695,NCT03667846,PHASE2
2696,NCT00879346,PHASE1
2697,NCT00723346,PHASE1
2698,NCT00723346,PHASE2
2699,NCT07203846,PHASE4
2700,NCT00315146,PHASE4
2701,NCT00566046,PHASE3
2702,NCT04410146,NA
2703,NCT02556346,PHASE1
2704,NCT05461846,NA
2705,NCT03444688,NA
2706,NCT05506488,PHASE1
2707,NCT05506488,PHASE2
2708,NCT05265988,PHASE2
2709,NCT05113888,PHASE2
2710,NCT03106688,NA
2711,NCT02043288,PHASE3
2712,NCT00927888,PHASE4
2713,NCT01393288,NA
2714,NCT03157388,NA
2715,NCT03438188,NA
2716,NCT02680288,PHASE1
2717,NCT02680288,PHASE2
2718,NCT02707588,PHASE2
2719,NCT05390788,NA
2720,NCT07600788,PHASE1
2721,NCT03586388,NA
2722,NCT07095088,NA
2723,NCT04903288,PHASE2
2724,NCT06545188,NA
2725,NCT00432588,PHASE1
2726,NCT00432588,PHASE2
2727,NCT06059703,NA
2728,NCT05407103,NA
2729,NCT05258903,NA
2730,NCT04510103,NA
2731,NCT04040803,NA
2732,NCT00571103,PHASE4
2733,NCT04551703,PHASE1
2734,NCT00836303,NA
2735,NCT02320903,NA
2736,NCT04497103,NA
2737,NCT02292303,NA
2738,NCT00337103,PHASE3
2739,NCT01031303,PHASE4
2740,NCT05934903,NA
2741,NCT06764303,PHASE2
2742,NCT04469803,NA
2743,NCT01364103,NA
2744,NCT05392803,NA
2745,NCT01821703,PHASE1
2746,NCT06866327,NA
2747,NCT06949527,NA
2748,NCT01767727,NA
2749,NCT04566627,NA
2750,NCT05111327,NA
2751,NCT06212427,NA
2752,NCT02695927,PHASE1
2753,NCT05168527,PHASE2
2754,NCT02161627,NA
2755,NCT06828627,NA
2756,NCT01545427,PHASE2
2757,NCT00509327,PHASE4
2758,NCT05572827,NA
2759,NCT01427127,PHASE4
2760,NCT05683327,NA
2761,NCT05346627,NA
2762,NCT02403427,NA
2763,NCT07044427,NA
2764,NCT00250627,PHASE3
2765,NCT01447927,PHASE2
2766,NCT03527927,NA
2767,NCT07264361,NA
2768,NCT03304561,NA
2769,NCT03038061,NA
2770,NCT03725761,PHASE2
2771,NCT06765161,PHASE3
2772,NCT00508261,PHASE3
2773,NCT07187661,NA
2774,NCT00527761,PHASE1
2775,NCT02038361,NA
2776,NCT03760861,NA
2777,NCT04318561,PHASE1
2778,NCT04318561,PHASE2
2779,NCT01762761,PHASE3
2780,NCT03182842,NA
2781,NCT04712942,PHASE2
2782,NCT01630642,PHASE1
2783,NCT04140942,NA
2784,NCT01448642,PHASE4
2785,NCT06415942,NA
2786,NCT01297842,PHASE4
2787,NCT06467942,NA
2788,NCT04459442,NA
2789,NCT06456242,NA
2790,NCT05694442,NA
2791,NCT03350542,PHASE3
2792,NCT01269242,PHASE2
2793,NCT01478542,PHASE3
2794,NCT03428542,NA
2795,NCT01384942,PHASE2
2796,NCT04238442,NA
2797,NCT00450242,PHASE2
2798,NCT06828042,PHASE1
2799,NCT06828042,PHASE2
2800,NCT04095442,NA
2801,NCT05581186,NA
2802,NCT00534586,PHASE4
2803,NCT03278886,PHASE1
2804,NCT03278886,PHASE2
2805,NCT04274686,NA
2806,NCT04750486,NA
2807,NCT03089086,PHASE4
2808,NCT05050786,NA
2809,NCT00186186,PHASE4
2810,NCT02617186,NA
2811,NCT00841386,PHASE2
2812,NCT00841386,PHASE3
2813,NCT01191086,PHASE3
2814,NCT00570986,PHASE3
2815,NCT04742686,NA
2816,NCT00323986,PHASE2
2817,NCT03749486,NA
2818,NCT03490786,PHASE1
2819,NCT01968486,PHASE1
2820,NCT02406586,NA
2821,NCT02395770,NA
2822,NCT06716970,PHASE3
2823,NCT06950970,NA
2824,NCT01311570,PHASE1
2825,NCT05827770,PHASE2
2826,NCT01867970,NA
2827,NCT03364270,PHASE2
2828,NCT00283270,PHASE4
2829,NCT07511270,NA
2830,NCT07158970,NA
2831,NCT07108270,PHASE2
2832,NCT01856270,PHASE2
2833,NCT07486570,NA
2834,NCT04825470,NA
2835,NCT03749070,NA
2836,NCT03815370,NA
2837,NCT01396070,PHASE2
2838,NCT05286073,NA
2839,NCT00517673,PHASE1
2840,NCT06535373,NA
2841,NCT00788073,PHASE2
2842,NCT06812273,NA
2843,NCT05921773,NA
2844,NCT00775073,PHASE2
2845,NCT00736073,NA
2846,NCT02325973,NA
2847,NCT06346873,NA
2848,NCT00348673,PHASE2
2849,NCT04524273,PHASE3
2850,NCT06107673,PHASE2
2851,NCT00222573,PHASE4
2852,NCT05169073,NA
2853,NCT02621073,NA
2854,NCT00000173,PHASE3
2855,NCT00997269,NA
2856,NCT03673969,NA
2857,NCT02501369,NA
2858,NCT00709969,PHASE3
2859,NCT03714269,NA
2860,NCT01492569,NA
2861,NCT02604069,EARLY_PHASE1
2862,NCT05503069,NA
2863,NCT03611569,PHASE1
2864,NCT01915069,PHASE2
2865,NCT03124069,NA
2866,NCT01313169,NA
2867,NCT00332969,PHASE2
2868,NCT03589469,PHASE2
2869,NCT00104169,PHASE2
2870,NCT06977269,NA
2871,NCT07636369,NA
2872,NCT02708069,NA
2873,NCT05067569,NA
2874,NCT02709369,NA
2875,NCT03781869,PHASE2
2876,NCT06280183,NA
2877,NCT00288483,PHASE3
2878,NCT00528983,PHASE1
2879,NCT05537883,PHASE1
2880,NCT01359683,NA
2881,NCT06099483,NA
2882,NCT06259383,PHASE3
2883,NCT07490483,NA
2884,NCT05372783,PHASE2
2885,NCT05172583,NA
2886,NCT02204683,PHASE1
2887,NCT02139683,NA
2888,NCT04202783,NA
2889,NCT01363583,PHASE1
2890,NCT04136483,NA
2891,NCT00298441,PHASE4
2892,NCT02604641,NA
2893,NCT02091141,PHASE2
2894,NCT06563141,NA
2895,NCT04290741,NA
2896,NCT02975141,PHASE1
2897,NCT03155841,NA
2898,NCT03560141,NA
2899,NCT04801641,PHASE2
2900,NCT06970041,NA
2901,NCT01016041,PHASE3
2902,NCT01676441,PHASE2
2903,NCT01676441,PHASE3
2904,NCT03545841,NA
2905,NCT01602341,PHASE2
2906,NCT03179254,PHASE4
2907,NCT03613454,NA
2908,NCT00658554,PHASE1
2909,NCT00527254,NA
2910,NCT07236554,NA
2911,NCT02631954,PHASE1
2912,NCT07573254,NA
2913,NCT00006054,NA
2914,NCT06244654,NA
2915,NCT00002754,PHASE1
2916,NCT00723554,PHASE3
2917,NCT06122454,PHASE1
2918,NCT06122454,PHASE2
2919,NCT00489554,PHASE3
2920,NCT05935254,NA
2921,NCT02534454,NA
2922,NCT04844554,NA
2923,NCT05850754,NA
2924,NCT01660854,NA
2925,NCT06440954,PHASE2
2926,NCT04587154,NA
2927,NCT02434354,PHASE1
2928,NCT05715554,NA
2929,NCT07194005,PHASE2
2930,NCT07012005,PHASE1
2931,NCT07168005,NA
2932,NCT02641405,NA
2933,NCT00610805,NA
2934,NCT06328205,NA
2935,NCT06559605,NA
2936,NCT04591405,PHASE2
2937,NCT04591405,PHASE3
2938,NCT00365105,PHASE3
2939,NCT00649805,PHASE1
2940,NCT06039605,NA
2941,NCT04400305,NA
2942,NCT07585305,NA
2943,NCT07090005,NA
2944,NCT06388005,NA
2945,NCT00961194,PHASE2
2946,NCT04276194,NA
2947,NCT03929094,PHASE2
2948,NCT06847594,PHASE3
2949,NCT02957994,PHASE4
2950,NCT00003294,PHASE1
2951,NCT03952494,NA
2952,NCT05204394,PHASE2
2953,NCT05204394,PHASE3
2954,NCT06288594,NA
2955,NCT03219294,PHASE4
2956,NCT03769194,PHASE2
2957,NCT06023394,NA
2958,NCT03098394,NA
2959,NCT06361394,NA
2960,NCT04630366,PHASE1
2961,NCT01711866,PHASE4
2962,NCT07639866,PHASE2
2963,NCT00514566,NA
2964,NCT04783766,PHASE1
2965,NCT04540666,NA
2966,NCT01679366,PHASE3
2967,NCT01167166,PHASE1
2968,NCT01167166,PHASE2
2969,NCT05275166,NA
2970,NCT00731666,NA
2971,NCT01791166,NA
2972,NCT02117466,PHASE1
2973,NCT02117466,PHASE2
2974,NCT07617766,NA
2975,NCT03153566,PHASE3
2976,NCT06033066,NA
2977,NCT02936466,NA
2978,NCT07512466,NA
2979,NCT04567966,NA
2980,NCT06530966,PHASE1
2981,NCT04068766,NA
2982,NCT06748066,NA
2983,NCT00314756,PHASE4
2984,NCT05262556,PHASE1
2985,NCT04326556,NA
2986,NCT01471756,PHASE4
2987,NCT06610656,NA
2988,NCT06345456,NA
2989,NCT04877756,PHASE2
2990,NCT02827656,NA
2991,NCT03797456,PHASE2
2992,NCT07433556,PHASE1
2993,NCT05969756,NA
2994,NCT07287956,NA
2995,NCT00542256,NA
2996,NCT06442956,NA
2997,NCT02854956,NA
2998,NCT04728256,NA
2999,NCT00912756,PHASE4
3000,NCT06046456,NA
3001,NCT06359756,NA
3002,NCT03142256,PHASE4
3003,NCT06119256,PHASE1
3004,NCT07196956,NA
3005,NCT03979456,PHASE3
3006,NCT00806156,PHASE2
3007,NCT03112122,PHASE4
3008,NCT06498622,PHASE2
3009,NCT05219422,NA
3010,NCT04825522,PHASE4
3011,NCT05002322,NA
3012,NCT01830322,PHASE2
3013,NCT01597622,PHASE3
3014,NCT04702022,NA
3015,NCT07250022,NA
3016,NCT00045422,PHASE2
3017,NCT00795522,PHASE4
3018,NCT02909322,PHASE4
3019,NCT02416622,PHASE1
3020,NCT02416622,PHASE2
3021,NCT05835622,NA
3022,NCT07294222,NA
3023,NCT01993251,PHASE2
3024,NCT02112851,NA
3025,NCT02768051,NA
3026,NCT00798551,NA
3027,NCT00708851,NA
3028,NCT05968651,PHASE2
3029,NCT05215951,PHASE2
3030,NCT07624851,NA
3031,NCT07636551,NA
3032,NCT05633251,NA
3033,NCT06023251,NA
3034,NCT01461551,NA
3035,NCT01240551,PHASE2
3036,NCT02792751,NA
3037,NCT02488551,NA
3038,NCT03002051,NA
3039,NCT06996951,PHASE3
3040,NCT06850051,PHASE1
3041,NCT04491851,PHASE2
3042,NCT00117351,PHASE2
3043,NCT00028951,PHASE3
3044,NCT02595229,NA
3045,NCT01613729,PHASE4
3046,NCT02496429,NA
3047,NCT05582629,PHASE3
3048,NCT03585829,PHASE4
3049,NCT04536129,NA
3050,NCT04541329,PHASE4
3051,NCT04321629,PHASE2
3052,NCT03758729,PHASE2
3053,NCT07238829,NA
3054,NCT03284229,NA
3055,NCT01949129,PHASE2
3056,NCT01949129,PHASE3
3057,NCT02299531,NA
3058,NCT06308731,NA
3059,NCT03693131,PHASE3
3060,NCT01736631,NA
3061,NCT04293731,NA
3062,NCT03019731,NA
3063,NCT03765931,PHASE4
3064,NCT05414331,NA
3065,NCT00288431,PHASE1
3066,NCT06120231,NA
3067,NCT00794131,PHASE1
3068,NCT00596531,PHASE1
3069,NCT05361031,PHASE1
3070,NCT05361031,PHASE2
3071,NCT02754531,NA
3072,NCT04839731,EARLY_PHASE1
3073,NCT01828931,NA
3074,NCT06602531,PHASE1
3075,NCT01445431,PHASE3
3076,NCT01885702,PHASE1
3077,NCT01885702,PHASE2
3078,NCT04403802,NA
3079,NCT07071402,NA
3080,NCT00572702,NA
3081,NCT03163602,NA
3082,NCT00254202,PHASE3
3083,NCT01909102,NA
3084,NCT01924702,PHASE2
3085,NCT00954902,NA
3086,NCT01620502,NA
3087,NCT01420302,NA
3088,NCT00852202,PHASE2
3089,NCT01208402,PHASE3
3090,NCT05064202,NA
3091,NCT01261702,PHASE4
3092,NCT03263702,NA
3093,NCT02734602,NA
3094,NCT06494202,NA
3095,NCT00200902,PHASE4
3096,NCT05575102,NA
3097,NCT00524602,NA
3098,NCT05569902,NA
3099,NCT00330902,PHASE3
3100,NCT07557602,PHASE1
3101,NCT00782002,PHASE1
3102,NCT00207402,PHASE4
3103,NCT06179953,NA
3104,NCT03067753,PHASE2
3105,NCT00001253,PHASE2
3106,NCT03192553,NA
3107,NCT04963153,PHASE1
3108,NCT00652353,NA
3109,NCT02521753,NA
3110,NCT00079053,PHASE1
3111,NCT00095953,PHASE2
3112,NCT04783753,PHASE1
3113,NCT06901453,NA
3114,NCT06504953,NA
3115,NCT06965153,NA
3116,NCT06530953,NA
3117,NCT05919953,NA
3118,NCT07543653,NA
3119,NCT03829553,PHASE3
3120,NCT02497053,PHASE2
3121,NCT00374153,NA
3122,NCT04131153,NA
3123,NCT03612453,NA
3124,NCT03845153,PHASE4
3125,NCT05741853,NA
3126,NCT06012253,NA
3127,NCT02589353,PHASE4
3128,NCT07452653,NA
3129,NCT04521153,PHASE2
3130,NCT04521153,PHASE3
3131,NCT03272737,NA
3132,NCT04692337,NA
3133,NCT00944437,NA
3134,NCT04880837,NA
3135,NCT02835937,NA
3136,NCT06678737,PHASE2
3137,NCT04466137,PHASE3
3138,NCT01668537,PHASE2
3139,NCT00364637,PHASE4
3140,NCT02993237,PHASE1
3141,NCT05608837,PHASE2
3142,NCT03820037,PHASE1
3143,NCT05096637,NA
3144,NCT07218237,NA
3145,NCT05294237,NA
3146,NCT03224637,NA
3147,NCT02140437,PHASE2
3148,NCT01686737,NA
3149,NCT00833937,PHASE1
3150,NCT00122837,PHASE3
3151,NCT03023137,NA
3152,NCT06872645,NA
3153,NCT02440945,NA
3154,NCT03549845,NA
3155,NCT07670845,NA
3156,NCT00089245,PHASE1
3157,NCT04210245,PHASE2
3158,NCT05911945,NA
3159,NCT04522245,NA
3160,NCT04253145,PHASE1
3161,NCT04253145,PHASE2
3162,NCT05456945,NA
3163,NCT04570345,PHASE4
3164,NCT05454345,PHASE3
3165,NCT07574372,NA
3166,NCT01884272,PHASE1
3167,NCT02698072,NA
3168,NCT00143572,PHASE1
3169,NCT03805672,PHASE4
3170,NCT06137872,NA
3171,NCT04009772,PHASE2
3172,NCT04009772,PHASE3
3173,NCT01440972,NA
3174,NCT03357172,NA
3175,NCT02284672,PHASE4
3176,NCT04882072,PHASE3
3177,NCT01816672,NA
3178,NCT05174572,NA
3179,NCT03576872,NA
3180,NCT04494672,NA
3181,NCT03175172,PHASE2
3182,NCT02460172,NA
3183,NCT03819972,NA
3184,NCT02343172,PHASE1
3185,NCT01472172,EARLY_PHASE1
3186,NCT02830672,PHASE2
3187,NCT02830672,PHASE3
3188,NCT06949072,NA
3189,NCT05299372,NA
3190,NCT02696772,NA
3191,NCT01544972,PHASE4
3192,NCT01585272,PHASE4
3193,NCT03796572,PHASE4
3194,NCT00410995,PHASE4
3195,NCT02680795,PHASE1
3196,NCT01829295,PHASE3
3197,NCT06320795,NA
3198,NCT00794495,PHASE4
3199,NCT00002295,NA
3200,NCT07401095,NA
3201,NCT04270695,NA
3202,NCT07160595,NA
3203,NCT03289195,NA
3204,NCT04162795,PHASE4
3205,NCT04375995,NA
3206,NCT01179295,PHASE1
3207,NCT06188195,NA
3208,NCT02787395,NA
3209,NCT07394595,NA
3210,NCT07377695,NA
3211,NCT04346095,PHASE4
3212,NCT04230395,NA
3213,NCT00941395,NA
3214,NCT02576795,PHASE1
3215,NCT02576795,PHASE2
3216,NCT06731439,NA
3217,NCT03476239,PHASE3
3218,NCT04179539,NA
3219,NCT01380639,NA
3220,NCT05174039,PHASE1
3221,NCT05174039,PHASE2
3222,NCT06136039,NA
3223,NCT02323139,PHASE1
3224,NCT06518239,NA
3225,NCT03958539,NA
3226,NCT05214339,PHASE2
3227,NCT03672539,PHASE2
3228,NCT07205939,NA
3229,NCT00228839,PHASE1
3230,NCT02146339,NA
3231,NCT00553839,NA
3232,NCT05969639,NA
3233,NCT01901939,NA
3234,NCT07066839,NA
3235,NCT02393339,EARLY_PHASE1
3236,NCT02646839,PHASE2
3237,NCT05712239,NA
3238,NCT07098039,NA
3239,NCT01813877,NA
3240,NCT05695677,NA
3241,NCT01835977,PHASE2
3242,NCT05824377,NA
3243,NCT07245277,PHASE4
3244,NCT05223777,NA
3245,NCT07701577,NA
3246,NCT00803777,NA
3247,NCT05148377,PHASE3
3248,NCT03433677,PHASE3
3249,NCT01926977,PHASE1
3250,NCT01926977,PHASE2
3251,NCT05786677,NA
3252,NCT02354677,NA
3253,NCT00031577,PHASE1
3254,NCT05331677,NA
3255,NCT04155775,NA
3256,NCT02725775,NA
3257,NCT03702075,NA
3258,NCT01333475,PHASE2
3259,NCT06805175,NA
3260,NCT02686775,NA
3261,NCT04381975,NA
3262,NCT02158975,PHASE2
3263,NCT00589875,PHASE2
3264,NCT05544175,NA
3265,NCT07174375,PHASE2
3266,NCT07174375,PHASE3
3267,NCT06602375,NA
3268,NCT01761175,NA
3269,NCT00299975,PHASE2
3270,NCT00927875,PHASE1
3271,NCT00579475,PHASE1
3272,NCT05797675,NA
3273,NCT02585557,NA
3274,NCT00506857,PHASE1
3275,NCT00506857,PHASE2
3276,NCT03439657,PHASE3
3277,NCT02430857,NA
3278,NCT00639457,NA
3279,NCT01568957,NA
3280,NCT04666857,NA
3281,NCT01129557,PHASE4
3282,NCT05569057,PHASE1
3283,NCT07320157,NA
3284,NCT02645357,NA
3285,NCT04877301,NA
3286,NCT01941901,PHASE2
3287,NCT00127101,PHASE1
3288,NCT05821101,NA
3289,NCT00626301,PHASE4
3290,NCT02896101,PHASE3
3291,NCT03738501,NA
3292,NCT02459301,PHASE1
3293,NCT06885801,PHASE2
3294,NCT06501001,NA
3295,NCT07321301,PHASE2
3296,NCT03228901,PHASE2
3297,NCT03543501,NA
3298,NCT07317401,NA
3299,NCT00019201,NA
3300,NCT01653301,PHASE3
3301,NCT01693601,PHASE1
3302,NCT01693601,PHASE2
3303,NCT01805401,NA
3304,NCT06072001,PHASE3
3305,NCT01064401,PHASE3
3306,NCT01333501,PHASE4
3307,NCT05647512,PHASE1
3308,NCT05647512,PHASE2
3309,NCT00105612,NA
3310,NCT04811612,NA
