id,nct_id,phase
1396,NCT07655375,NA
1397,NCT00038675,NA
1398,NCT06112275,PHASE1
1399,NCT06112275,PHASE2
1400,NCT01060475,PHASE1
1401,NCT01809275,PHASE1
1402,NCT01809275,PHASE2
1403,NCT05627375,PHASE3
1404,NCT07508475,NA
1405,NCT04791475,NA
1406,NCT01690975,PHASE1
1407,NCT01620775,NA
1408,NCT04348175,PHASE1
1409,NCT01819675,NA
1410,NCT04180475,NA
1411,NCT01338675,PHASE1
1412,NCT01338675,PHASE2
1413,NCT04814875,PHASE1
1414,NCT04814875,PHASE2
1415,NCT06555575,PHASE2
1416,NCT05645575,NA
1417,NCT03655275,EARLY_PHASE1
1418,NCT05233475,NA
1419,NCT01784757,PHASE1
1420,NCT05819957,NA
1421,NCT05628857,PHASE2
1422,NCT02944357,NA
1423,NCT01896557,PHASE4
1424,NCT06935357,PHASE3
1425,NCT07577557,NA
1426,NCT04153357,NA
1427,NCT02660957,NA
1428,NCT03651557,PHASE2
1429,NCT07425457,NA
1430,NCT06632457,PHASE3
1431,NCT00000957,PHASE1
1432,NCT01979757,NA
1433,NCT04510857,NA
1434,NCT03671057,NA
1435,NCT01766401,PHASE3
1436,NCT01372501,PHASE2
1437,NCT04521101,NA
1438,NCT01416701,PHASE4
1439,NCT00752401,PHASE3
1440,NCT02625701,PHASE3
1441,NCT03841201,PHASE2
1442,NCT05515601,PHASE1
1443,NCT01428401,PHASE2
1444,NCT06534801,NA
1445,NCT06304701,NA
1446,NCT06199401,NA
1447,NCT05860101,NA
1448,NCT07062601,NA
1449,NCT03024801,NA
1450,NCT06731101,NA
1451,NCT06727201,PHASE2
1452,NCT06727201,PHASE3
1453,NCT06694701,PHASE2
1454,NCT01302301,PHASE2
1455,NCT01636401,PHASE3
1456,NCT01169701,PHASE4
1457,NCT03030612,PHASE1
1458,NCT03030612,PHASE2
1459,NCT07503912,NA
1460,NCT04100512,NA
1461,NCT01336712,PHASE2
1462,NCT02935712,PHASE1
1463,NCT05559112,NA
1464,NCT00798512,NA
1465,NCT04045912,NA
1466,NCT00781612,PHASE2
1467,NCT01799512,NA
1468,NCT04165512,NA
1469,NCT06357312,NA
1470,NCT03635112,PHASE2
1471,NCT00311181,PHASE4
1472,NCT02631681,NA
1473,NCT05273281,PHASE4
1474,NCT06933381,NA
1475,NCT04033081,PHASE4
1476,NCT05245981,PHASE2
1477,NCT05245981,PHASE3
1478,NCT00679081,PHASE1
1479,NCT00679081,PHASE2
1480,NCT07102381,PHASE2
1481,NCT02428881,PHASE2
1482,NCT02428881,PHASE3
1483,NCT00746681,PHASE2
1484,NCT04772781,PHASE2
1485,NCT05791981,NA
1486,NCT02688881,PHASE4
1487,NCT00672581,PHASE1
1488,NCT00087581,PHASE4
1489,NCT05919381,PHASE3
1490,NCT00006481,PHASE3
1491,NCT05788081,PHASE2
1492,NCT03591081,NA
1493,NCT06012981,NA
1494,NCT03172819,PHASE1
1495,NCT01027819,PHASE4
1496,NCT06047119,NA
1497,NCT06104319,PHASE2
1498,NCT06160219,PHASE2
1499,NCT06160219,PHASE3
1500,NCT05983419,NA
1501,NCT03799419,NA
1502,NCT04713319,EARLY_PHASE1
1503,NCT04916119,PHASE1
1504,NCT07044219,NA
1505,NCT00606619,PHASE3
1506,NCT01956019,NA
1507,NCT01267019,NA
1508,NCT07166419,PHASE1
1509,NCT06201819,PHASE4
1510,NCT03399019,NA
1511,NCT06067919,NA
1512,NCT06515119,NA
1513,NCT04829019,PHASE2
1514,NCT05789719,PHASE1
1515,NCT01306019,PHASE1
1516,NCT01306019,PHASE2
1517,NCT02054819,PHASE2
1518,NCT06792019,PHASE1
1519,NCT06792019,PHASE2
1520,NCT00746330,PHASE2
1521,NCT02940730,PHASE4
1522,NCT03898830,NA
1523,NCT05239130,NA
1524,NCT04008030,PHASE3
1525,NCT07012330,PHASE2
1526,NCT07442630,PHASE4
1527,NCT06468930,NA
1528,NCT06695130,PHASE1
1529,NCT06695130,PHASE2
1530,NCT02457130,PHASE4
1531,NCT06598930,NA
1532,NCT06722430,PHASE1
1533,NCT02904330,PHASE1
1534,NCT05654428,NA
1535,NCT07599228,NA
1536,NCT03617328,PHASE1
1537,NCT03617328,PHASE2
1538,NCT07254728,PHASE1
1539,NCT04624828,NA
1540,NCT03544528,NA
1541,NCT06226428,NA
1542,NCT02797028,PHASE4
1543,NCT01127828,NA
1544,NCT02080728,PHASE4
1545,NCT02691728,PHASE4
1546,NCT04121728,NA
1547,NCT07321028,EARLY_PHASE1
1548,NCT04341428,PHASE3
1549,NCT06288828,NA
1550,NCT01207128,PHASE2
1551,NCT02319928,NA
1552,NCT01031628,PHASE3
1553,NCT03599128,NA
1554,NCT06091228,NA
1555,NCT05593328,PHASE2
1556,NCT04548765,NA
1557,NCT07481565,NA
1558,NCT02815865,NA
1559,NCT07085065,NA
1560,NCT03169465,NA
1561,NCT00456365,PHASE3
1562,NCT06199765,NA
1563,NCT06900465,NA
1564,NCT06962865,PHASE2
1565,NCT04602065,PHASE1
1566,NCT04602065,PHASE2
1567,NCT00510965,PHASE2
1568,NCT06779565,NA
1569,NCT02507765,PHASE1
1570,NCT04089865,PHASE4
1571,NCT04167865,NA
1572,NCT05068765,NA
1573,NCT07332065,NA
1574,NCT01369667,PHASE4
1575,NCT00312767,PHASE4
1576,NCT01174667,PHASE1
1577,NCT01174667,PHASE2
1578,NCT05309967,NA
1579,NCT02318667,PHASE4
1580,NCT03458767,NA
1581,NCT07154667,NA
1582,NCT05010967,NA
1583,NCT00996567,PHASE2
1584,NCT01611467,PHASE1
1585,NCT00709267,PHASE1
1586,NCT01759667,NA
1587,NCT06390267,NA
1588,NCT03103867,NA
1589,NCT00759967,NA
1590,NCT01326767,PHASE3
1591,NCT02279667,PHASE1
1592,NCT02585700,PHASE1
1593,NCT00711100,NA
1594,NCT03212300,NA
1595,NCT01818700,PHASE4
1596,NCT03915600,NA
1597,NCT00527800,PHASE3
1598,NCT06081400,NA
1599,NCT06516900,NA
1600,NCT03511300,NA
1601,NCT07547800,NA
1602,NCT03001700,NA
1603,NCT02661100,PHASE1
1604,NCT02661100,PHASE2
1605,NCT03736200,NA
1606,NCT00352300,PHASE1
1607,NCT00351000,PHASE4
1608,NCT03067207,NA
1609,NCT01699607,NA
1610,NCT03418207,NA
1611,NCT03420807,NA
1612,NCT03879707,EARLY_PHASE1
1613,NCT05374707,NA
1614,NCT04125407,NA
1615,NCT06098807,NA
1616,NCT07155707,NA
1617,NCT06396507,PHASE3
1618,NCT02314507,NA
1619,NCT06847607,NA
1620,NCT00025207,PHASE2
1621,NCT00270907,PHASE1
1622,NCT02850692,NA
1623,NCT06510192,NA
1624,NCT01983592,PHASE1
1625,NCT01983592,PHASE2
1626,NCT03734692,PHASE1
1627,NCT03734692,PHASE2
1628,NCT07325292,PHASE3
1629,NCT00004492,PHASE1
1630,NCT00004492,PHASE2
1631,NCT07167992,NA
1632,NCT03648892,EARLY_PHASE1
1633,NCT04956692,PHASE3
1634,NCT00366392,PHASE4
1635,NCT01041092,PHASE4
1636,NCT06997536,NA
1637,NCT06699836,PHASE2
1638,NCT02850536,PHASE1
1639,NCT07132736,NA
1640,NCT03906136,PHASE3
1641,NCT06385236,PHASE4
1642,NCT01306136,PHASE1
1643,NCT01943136,PHASE1
1644,NCT02101736,PHASE2
1645,NCT05606536,NA
1646,NCT01311336,PHASE2
1647,NCT00436436,PHASE2
1648,NCT04691336,NA
1649,NCT05895136,PHASE2
1650,NCT00518336,PHASE2
1651,NCT07335211,PHASE3
1652,NCT03439111,NA
1653,NCT00719511,PHASE2
1654,NCT01545011,NA
1655,NCT05101811,PHASE4
1656,NCT07162311,NA
1657,NCT02959411,PHASE4
1658,NCT03622411,NA
1659,NCT00635011,NA
1660,NCT03249311,PHASE4
1661,NCT00421811,PHASE1
1662,NCT00421811,PHASE2
1663,NCT05230511,PHASE2
1664,NCT00943111,PHASE3
1665,NCT03926611,PHASE2
1666,NCT03553511,NA
1667,NCT05649111,PHASE4
1668,NCT01797211,PHASE4
1669,NCT02383511,PHASE1
1670,NCT07262411,NA
1671,NCT00411411,PHASE3
1672,NCT04719611,NA
1673,NCT01975311,NA
1674,NCT03461211,PHASE3
1675,NCT00624871,NA
1676,NCT05125471,PHASE2
1677,NCT03210571,NA
1678,NCT05645471,NA
1679,NCT01296971,PHASE3
1680,NCT02490371,NA
1681,NCT06121271,PHASE2
1682,NCT06743971,NA
1683,NCT02815371,NA
1684,NCT07427771,NA
1685,NCT00277771,NA
1686,NCT07283471,NA
1687,NCT00451971,PHASE4
1688,NCT02249871,PHASE1
1689,NCT07513571,PHASE1
1690,NCT00004471,PHASE1
1691,NCT06279871,PHASE3
1692,NCT03440671,PHASE3
1693,NCT01528371,NA
1694,NCT01537744,PHASE1
1695,NCT07647744,PHASE1
1696,NCT07248644,PHASE4
1697,NCT03058744,PHASE1
1698,NCT01528644,NA
1699,NCT02317744,NA
1700,NCT06371144,PHASE2
1701,NCT06532344,PHASE1
1702,NCT06310044,NA
1703,NCT00817544,PHASE1
1704,NCT06503744,NA
1705,NCT02368444,NA
1706,NCT00167544,PHASE2
1707,NCT04122144,NA
1708,NCT00682344,PHASE3
1709,NCT04331444,NA
1710,NCT04672044,PHASE1
1711,NCT04951934,NA
1712,NCT05997134,PHASE4
1713,NCT01865734,NA
1714,NCT03268434,NA
1715,NCT00000334,PHASE2
1716,NCT00726934,NA
1717,NCT02208934,PHASE1
1718,NCT03160534,NA
1719,NCT07340034,NA
1720,NCT07525934,NA
1721,NCT04309734,PHASE1
1722,NCT04309734,PHASE2
1723,NCT04331834,PHASE3
1724,NCT07415434,NA
1725,NCT06899334,PHASE1
1726,NCT02428634,NA
1727,NCT00000834,PHASE1
1728,NCT01986634,NA
1729,NCT05397834,PHASE1
1730,NCT05709834,NA
1731,NCT01453764,NA
1732,NCT04636164,NA
1733,NCT01449864,NA
1734,NCT04316364,PHASE3
1735,NCT06608264,NA
1736,NCT02688764,PHASE3
1737,NCT06671964,NA
1738,NCT05550064,NA
1739,NCT03657264,PHASE1
1740,NCT04564664,NA
1741,NCT03943264,PHASE1
1742,NCT02268864,PHASE2
1743,NCT02752464,NA
1744,NCT00187564,NA
1745,NCT02708264,NA
1746,NCT04212364,NA
1747,NCT04469764,PHASE2
1748,NCT01713764,PHASE2
1749,NCT03684564,PHASE2
1750,NCT06532409,NA
1751,NCT05336409,PHASE1
1752,NCT02346409,NA
1753,NCT00886509,NA
1754,NCT02649309,NA
1755,NCT00493909,PHASE4
1756,NCT04408209,NA
1757,NCT05123209,PHASE1
1758,NCT07252609,NA
1759,NCT04777409,PHASE3
1760,NCT00419809,PHASE1
1761,NCT02905409,PHASE4
1762,NCT06264609,PHASE4
1763,NCT04117009,PHASE4
1764,NCT07099209,NA
1765,NCT03645109,NA
1766,NCT06995599,NA
1767,NCT04043299,PHASE3
1768,NCT06644599,NA
1769,NCT05072899,NA
1770,NCT04773899,NA
1771,NCT00301899,PHASE2
1772,NCT01760499,PHASE1
1773,NCT04599699,NA
1774,NCT01451099,PHASE2
1775,NCT02125799,PHASE2
1776,NCT02125799,PHASE3
1777,NCT04879199,NA
1778,NCT07230899,NA
1779,NCT05434299,PHASE1
1780,NCT05434299,PHASE2
1781,NCT05292599,NA
1782,NCT02455999,PHASE2
1783,NCT01155999,PHASE3
1784,NCT02979899,PHASE3
1785,NCT03345199,NA
1786,NCT04975399,PHASE1
1787,NCT02507999,NA
1788,NCT02446899,PHASE3
1789,NCT01179399,PHASE1
1790,NCT06093399,NA
1791,NCT01924299,PHASE1
1792,NCT05978232,NA
1793,NCT03246932,NA
1794,NCT00641732,PHASE2
1795,NCT00667732,PHASE4
1796,NCT03688932,NA
1797,NCT04159532,PHASE4
1798,NCT04254432,PHASE1
1799,NCT04254432,PHASE2
1800,NCT07581132,NA
1801,NCT02985632,PHASE1
1802,NCT04886232,NA
1803,NCT00797732,NA
1804,NCT03648632,NA
1805,NCT00281632,PHASE2
1806,NCT01928732,NA
1807,NCT05683132,NA
1808,NCT07556432,NA
1809,NCT02552732,NA
1810,NCT06216132,PHASE1
1811,NCT04962698,NA
1812,NCT01347398,NA
1813,NCT02820298,PHASE1
1814,NCT06276998,PHASE3
1815,NCT01303198,PHASE3
1816,NCT01734798,PHASE3
1817,NCT00164398,PHASE2
1818,NCT05594498,NA
1819,NCT02826798,PHASE1
1820,NCT03418298,NA
1821,NCT05469698,NA
1822,NCT05118698,NA
1823,NCT05082298,NA
1824,NCT06419998,NA
1825,NCT04298398,NA
1826,NCT05266898,PHASE4
1827,NCT01591798,PHASE2
1828,NCT01465698,NA
1829,NCT05832398,NA
1830,NCT07140198,NA
1831,NCT03721263,PHASE1
1832,NCT05858463,NA
1833,NCT05849363,NA
1834,NCT03452163,NA
1835,NCT03760263,PHASE4
1836,NCT04557163,PHASE1
1837,NCT00189163,PHASE4
1838,NCT05221463,NA
1839,NCT00683163,PHASE2
1840,NCT00683163,PHASE3
1841,NCT07649863,NA
1842,NCT03028363,PHASE3
1843,NCT01425463,PHASE3
1844,NCT01552863,PHASE1
1845,NCT03355963,PHASE2
1846,NCT06877663,NA
1847,NCT03378063,EARLY_PHASE1
1848,NCT03375463,PHASE1
1849,NCT05507463,PHASE1
1850,NCT07536763,PHASE3
1851,NCT02406963,NA
1852,NCT07180563,PHASE1
1853,NCT07180563,PHASE2
1854,NCT03044587,PHASE2
1855,NCT01002287,NA
1856,NCT02597387,PHASE2
1857,NCT01371487,PHASE1
1858,NCT00995787,PHASE1
1859,NCT04494087,NA
1860,NCT05821387,PHASE1
1861,NCT02332187,NA
1862,NCT06874387,NA
1863,NCT05784987,NA
1864,NCT06272487,PHASE2
1865,NCT01305187,PHASE4
1866,NCT06988787,NA
1867,NCT03889587,NA
1868,NCT07453693,NA
1869,NCT06658093,EARLY_PHASE1
1870,NCT00567593,PHASE4
1871,NCT07638293,NA
1872,NCT06170593,NA
1873,NCT04046393,PHASE2
1874,NCT04046393,PHASE3
1875,NCT04259593,NA
1876,NCT06095193,NA
1877,NCT04680793,NA
1878,NCT06473493,PHASE2
1879,NCT06473493,PHASE3
1880,NCT06292793,NA
1881,NCT02742493,NA
1882,NCT06612593,PHASE2
1883,NCT01565993,NA
1884,NCT07590193,PHASE1
1885,NCT03488693,PHASE3
1886,NCT04119921,PHASE2
1887,NCT04119921,PHASE3
1888,NCT02471521,NA
1889,NCT05334121,NA
1890,NCT07268521,PHASE2
1891,NCT02292121,NA
1892,NCT05572021,NA
1893,NCT05822921,NA
1894,NCT04281121,NA
1895,NCT05157321,NA
1896,NCT07002021,NA
1897,NCT05258214,NA
1898,NCT00378014,PHASE3
1899,NCT02084914,PHASE3
1900,NCT01427114,PHASE2
1901,NCT05489614,PHASE1
1902,NCT02290314,NA
1903,NCT02499614,PHASE2
1904,NCT04252014,NA
1905,NCT02081014,PHASE2
1906,NCT07556614,PHASE4
1907,NCT00799214,PHASE2
1908,NCT00799214,PHASE3
1909,NCT00516516,NA
1910,NCT02207816,PHASE3
1911,NCT01891916,NA
1912,NCT02222116,PHASE4
1913,NCT00844116,NA
1914,NCT03103516,NA
1915,NCT00820716,NA
1916,NCT05977816,NA
1917,NCT01010516,PHASE4
1918,NCT01973816,PHASE3
1919,NCT01863316,NA
1920,NCT03321916,NA
1921,NCT00555516,PHASE1
1922,NCT00555516,PHASE2
1923,NCT01019616,PHASE3
1924,NCT03923816,PHASE1
1925,NCT03923816,PHASE2
1926,NCT04992416,NA
1927,NCT06472206,NA
1928,NCT06875206,NA
1929,NCT03677206,NA
1930,NCT03144206,PHASE4
1931,NCT02931006,NA
1932,NCT04123106,NA
1933,NCT00022906,PHASE1
1934,NCT06395506,NA
1935,NCT06542406,NA
1936,NCT01744106,PHASE3
1937,NCT06723106,PHASE1
1938,NCT05880706,PHASE2
1939,NCT06659406,NA
1940,NCT06257706,PHASE4
1941,NCT01751204,NA
1942,NCT03601104,NA
1943,NCT02983604,PHASE1
1944,NCT02983604,PHASE2
1945,NCT07707804,NA
1946,NCT00999804,PHASE2
1947,NCT03324204,NA
1948,NCT04154904,NA
1949,NCT04886804,PHASE1
1950,NCT04524104,NA
1951,NCT01869504,NA
1952,NCT00483704,PHASE3
1953,NCT04715204,NA
1954,NCT06241404,NA
1955,NCT02797704,PHASE1
1956,NCT02797704,PHASE2
1957,NCT03266484,NA
1958,NCT04051684,PHASE1
1959,NCT04051684,PHASE2
1960,NCT01748084,PHASE2
1961,NCT01748084,PHASE3
1962,NCT01599884,NA
1963,NCT01468584,PHASE3
1964,NCT05034484,PHASE1
1965,NCT02871284,NA
1966,NCT02143284,NA
1967,NCT06779084,NA
1968,NCT04236284,NA
1969,NCT01640184,NA
1970,NCT07610733,PHASE2
1971,NCT06928233,NA
1972,NCT04667533,PHASE1
1973,NCT00511433,PHASE3
1974,NCT02874833,NA
1975,NCT03570333,NA
1976,NCT06687733,PHASE1
1977,NCT06687733,PHASE2
1978,NCT06683833,PHASE4
1979,NCT06352333,NA
1980,NCT04330352,NA
1981,NCT05726552,NA
1982,NCT06006052,NA
1983,NCT00913952,PHASE1
1984,NCT05439252,NA
1985,NCT07168252,PHASE4
1986,NCT00730652,PHASE1
1987,NCT05753852,PHASE3
1988,NCT01440452,NA
1989,NCT05748652,NA
1990,NCT06394752,NA
1991,NCT01242852,PHASE4
1992,NCT05177952,NA
1993,NCT04387552,NA
1994,NCT02736552,PHASE3
1995,NCT01680952,PHASE4
1996,NCT05150652,PHASE2
1997,NCT03610347,NA
1998,NCT00439647,PHASE3
1999,NCT02041247,PHASE2
2000,NCT04971447,NA
2001,NCT01783847,PHASE1
2002,NCT01783847,PHASE2
2003,NCT01984047,PHASE1
2004,NCT04498247,PHASE1
2005,NCT04498247,PHASE2
2006,NCT02706847,PHASE3
2007,NCT00358449,PHASE2
2008,NCT06263049,NA
2009,NCT07481149,PHASE3
2010,NCT05403749,PHASE2
2011,NCT00992849,PHASE2
2012,NCT07696949,NA
2013,NCT05822349,NA
2014,NCT03344549,NA
2015,NCT02370849,PHASE2
2016,NCT01185249,NA
2017,NCT00965549,PHASE4
2018,NCT01596738,NA
2019,NCT00889538,NA
2020,NCT04199338,NA
2021,NCT00378638,PHASE2
2022,NCT00002638,PHASE2
2023,NCT05875038,NA
2024,NCT00659438,PHASE2
2025,NCT02227238,PHASE3
2026,NCT07224958,NA
2027,NCT06669858,PHASE2
2028,NCT00263458,PHASE4
2029,NCT04921358,PHASE3
2030,NCT07344558,PHASE1
2031,NCT07049458,PHASE1
2032,NCT07049458,PHASE2
2033,NCT00529958,NA
2034,NCT00333658,NA
2035,NCT05315258,PHASE2
2036,NCT01663558,PHASE4
2037,NCT02278848,NA
2038,NCT06178848,NA
2039,NCT06025448,NA
2040,NCT06364748,NA
2041,NCT07039448,NA
2042,NCT00240448,PHASE4
2043,NCT07126548,NA
2044,NCT02454348,PHASE4
2045,NCT02372448,NA
2046,NCT07136948,NA
2047,NCT05631548,NA
2048,NCT02593448,PHASE4
2049,NCT01574248,PHASE4
2050,NCT02250248,NA
2051,NCT03312348,NA
2052,NCT02733848,PHASE1
2053,NCT00107848,PHASE3
2054,NCT00812448,NA
2055,NCT06514248,NA
2056,NCT01193348,PHASE2
2057,NCT07330648,PHASE2
2058,NCT01475448,NA
2059,NCT03780348,NA
2060,NCT00791648,NA
2061,NCT02914548,PHASE2
2062,NCT02198248,PHASE4
2063,NCT00421655,PHASE3
2064,NCT06701955,NA
2065,NCT04883255,EARLY_PHASE1
2066,NCT05452655,NA
2067,NCT01253655,PHASE1
2068,NCT03667755,NA
2069,NCT04835155,NA
2070,NCT06309355,PHASE2
2071,NCT05088655,PHASE1
2072,NCT06301555,NA
2073,NCT04628455,NA
2074,NCT03977155,PHASE2
2075,NCT06738355,NA
2076,NCT02402855,NA
2077,NCT05149755,NA
2078,NCT06089655,NA
2079,NCT06478355,NA
2080,NCT05370755,PHASE1
2081,NCT00217555,PHASE2
2082,NCT06648655,PHASE2
2083,NCT01782755,PHASE2
2084,NCT02456155,PHASE1
2085,NCT01430455,PHASE4
2086,NCT05622955,NA
2087,NCT06510426,PHASE2
2088,NCT03354026,PHASE4
2089,NCT03919526,PHASE1
2090,NCT00213226,PHASE3
2091,NCT03932526,PHASE2
2092,NCT06201026,NA
2093,NCT07408726,NA
2094,NCT04880226,NA
2095,NCT01877226,PHASE1
2096,NCT05005026,NA
2097,NCT01145326,PHASE2
2098,NCT01145326,PHASE3
2099,NCT01873326,PHASE2
2100,NCT04327726,NA
2101,NCT06260826,NA
2102,NCT01359826,PHASE4
2103,NCT01366326,PHASE1
2104,NCT05532826,NA
2105,NCT05231278,NA
2106,NCT06201078,PHASE2
2107,NCT04158778,PHASE1
2108,NCT03036878,NA
2109,NCT02050178,PHASE1
2110,NCT01032278,NA
2111,NCT04810078,PHASE3
2112,NCT02311478,NA
2113,NCT00014378,PHASE1
2114,NCT07575178,NA
2115,NCT00152178,PHASE3
2116,NCT04837378,NA
2117,NCT05192278,PHASE2
2118,NCT00431678,PHASE3
2119,NCT00851578,NA
2120,NCT04529278,PHASE2
2121,NCT00205478,PHASE2
2122,NCT07666178,PHASE3
2123,NCT04504578,NA
2124,NCT00443378,NA
2125,NCT00401778,PHASE1
2126,NCT07282678,NA
2127,NCT01136278,PHASE1
2128,NCT00737178,PHASE4
2129,NCT07688278,NA
2130,NCT02138578,NA
2131,NCT06961578,NA
2132,NCT00373178,PHASE4
2133,NCT06082778,NA
2134,NCT07635485,NA
2135,NCT05155085,PHASE2
2136,NCT07684885,NA
2137,NCT00003085,PHASE2
2138,NCT07271485,EARLY_PHASE1
2139,NCT01986985,NA
2140,NCT04397185,NA
2141,NCT04316585,PHASE1
2142,NCT07290985,PHASE2
2143,NCT02904785,PHASE2
2144,NCT02405585,PHASE2
2145,NCT01655485,NA
2146,NCT01778985,PHASE4
2147,NCT06340685,PHASE1
2148,NCT05317585,NA
2149,NCT03605485,NA
2150,NCT01780285,PHASE3
2151,NCT02303743,PHASE4
2152,NCT06537843,PHASE2
2153,NCT05954143,PHASE2
2154,NCT06017843,NA
2155,NCT00238043,PHASE3
2156,NCT05986643,NA
2157,NCT04976543,PHASE4
2158,NCT03207243,PHASE2
2159,NCT00465543,PHASE2
2160,NCT07146243,NA
2161,NCT06317415,NA
2162,NCT05866315,NA
2163,NCT03735615,NA
2164,NCT02855515,NA
2165,NCT04260815,NA
2166,NCT03924115,NA
2167,NCT02334215,NA
2168,NCT01248715,PHASE4
2169,NCT00247715,NA
2170,NCT01192815,PHASE2
2171,NCT03930615,PHASE3
2172,NCT05444335,NA
2173,NCT02694835,NA
2174,NCT07425535,EARLY_PHASE1
2175,NCT00571935,PHASE4
2176,NCT02147535,PHASE4
2177,NCT04947735,NA
2178,NCT02326935,PHASE1
2179,NCT05349435,PHASE1
2180,NCT02212535,PHASE1
2181,NCT02212535,PHASE2
2182,NCT02783235,NA
2183,NCT00116935,PHASE3
2184,NCT00070135,PHASE2
2185,NCT03148808,PHASE1
2186,NCT06526208,PHASE2
2187,NCT05061108,NA
2188,NCT00573508,PHASE4
2189,NCT02740608,NA
2190,NCT04881708,NA
2191,NCT01341808,PHASE4
2192,NCT04013308,NA
2193,NCT05747508,PHASE2
2194,NCT00784108,PHASE1
2195,NCT03550508,PHASE1
2196,NCT04132908,NA
2197,NCT02572908,NA
2198,NCT07551908,NA
2199,NCT04586608,NA
2200,NCT01497925,PHASE1
2201,NCT05824325,PHASE1
2202,NCT05824325,PHASE2
2203,NCT01297725,NA
2204,NCT02209025,NA
2205,NCT00285025,PHASE2
2206,NCT06150625,NA
2207,NCT01582425,PHASE1
2208,NCT00594425,PHASE2
2209,NCT06327425,NA
2210,NCT04351425,NA
2211,NCT01518725,PHASE4
2212,NCT05378425,PHASE1
2213,NCT05741125,NA
2214,NCT02796625,NA
2215,NCT05478525,PHASE2
2216,NCT01048476,PHASE1
2217,NCT01048476,PHASE2
2218,NCT03660176,PHASE3
2219,NCT06230276,NA
2220,NCT00442676,PHASE2
2221,NCT02881476,PHASE1
2222,NCT07573176,PHASE3
2223,NCT02280876,PHASE1
2224,NCT02280876,PHASE2
2225,NCT07401576,NA
2226,NCT05138276,EARLY_PHASE1
2227,NCT03959176,PHASE4
2228,NCT06507176,NA
2229,NCT04340076,PHASE4
2230,NCT01642576,PHASE4
2231,NCT04337476,NA
2232,NCT07215676,NA
2233,NCT00598676,PHASE4
2234,NCT05140876,NA
2235,NCT02295176,NA
2236,NCT03747276,NA
2237,NCT02371876,NA
2238,NCT06981676,NA
2239,NCT07376876,PHASE2
2240,NCT00334776,PHASE2
2241,NCT02057276,NA
2242,NCT03196076,PHASE2
2243,NCT04030676,NA
2244,NCT05511376,NA
2245,NCT06638476,NA
2246,NCT02093676,NA
2247,NCT06903117,PHASE1
2248,NCT06063317,PHASE1
2249,NCT02606617,PHASE4
2250,NCT04060017,PHASE2
2251,NCT01119417,PHASE1
2252,NCT03251417,PHASE2
2253,NCT05262517,PHASE3
2254,NCT04450940,NA
2255,NCT06952140,NA
2256,NCT04439240,PHASE2
2257,NCT01927640,EARLY_PHASE1
2258,NCT00370240,PHASE4
2259,NCT03543540,PHASE1
2260,NCT04974840,NA
2261,NCT00708240,PHASE4
2262,NCT03798340,NA
2263,NCT05125640,PHASE1
2264,NCT01069640,PHASE1
2265,NCT00957840,NA
2266,NCT01930240,PHASE1
2267,NCT07564440,NA
2268,NCT07482540,NA
2269,NCT07632040,NA
2270,NCT04976140,PHASE1
2271,NCT04976140,PHASE2
2272,NCT00047840,PHASE2
2273,NCT00783640,PHASE3
2274,NCT02942940,NA
2275,NCT03566940,PHASE2
2276,NCT00106340,PHASE3
2277,NCT01940640,PHASE2
2278,NCT01940640,PHASE3
2279,NCT06079840,NA
2280,NCT03533140,NA
2281,NCT02563340,PHASE1
2282,NCT02563340,PHASE2
2283,NCT07684040,PHASE2
2284,NCT02653040,NA
2285,NCT07105540,PHASE4
2286,NCT05201040,NA
2287,NCT03639740,PHASE4
2288,NCT00794989,NA
2289,NCT06196489,NA
2290,NCT01247389,NA
2291,NCT04672889,NA
2292,NCT04856189,PHASE1
2293,NCT04856189,PHASE2
2294,NCT05766189,NA
2295,NCT07705789,NA
2296,NCT02669589,PHASE4
2297,NCT05608889,NA
2298,NCT03229889,PHASE4
2299,NCT01184989,PHASE4
2300,NCT04358289,NA
2301,NCT02245789,NA
2302,NCT04381689,PHASE3
2303,NCT00056589,PHASE1
2304,NCT05558189,NA
2305,NCT03918889,NA
2306,NCT05832489,PHASE3
2307,NCT07083089,NA
2308,NCT03086889,NA
2309,NCT04057768,NA
2310,NCT04224168,NA
2311,NCT07210268,NA
2312,NCT05161468,PHASE4
2313,NCT03735368,PHASE2
2314,NCT02023268,PHASE3
2315,NCT03766568,NA
2316,NCT01469468,PHASE1
2317,NCT02076568,NA
2318,NCT06644768,PHASE1
2319,NCT06644768,PHASE2
2320,NCT02752568,NA
2321,NCT01881568,PHASE3
2322,NCT01475968,NA
2323,NCT06404268,PHASE1
2324,NCT06404268,PHASE2
2325,NCT01568268,PHASE3
2326,NCT04377568,PHASE2
2327,NCT03896568,PHASE1
2328,NCT03068468,PHASE2
2329,NCT04269850,PHASE1
2330,NCT04269850,PHASE2
2331,NCT06517550,NA
2332,NCT00226850,PHASE3
2333,NCT01170650,PHASE3
2334,NCT02568150,PHASE4
2335,NCT03904550,PHASE2
2336,NCT03194750,NA
2337,NCT02187250,PHASE4
2338,NCT06196450,PHASE2
2339,NCT05576350,NA
2340,NCT01769950,NA
2341,NCT02769650,NA
2342,NCT01312350,PHASE2
2343,NCT05237050,NA
2344,NCT02813850,PHASE3
2345,NCT04018950,PHASE1
2346,NCT05672550,PHASE4
